nome_agente_financeiro;cnpj_cpf_cliente_mascarado;nome_cliente;porte_cliente;valor_credito;valor_garantido;valor_desembolsado;data_solicitacao_outorga;municipio_investimento;uf_investimento;municipio_sede_cliente;uf_sede_cliente;outlier_credito
BRADESCO;**.*10.297/0001-**;MAX C BENTES COMERCIO DE BEBIDAS LTDA;Pequena;61779.24;49423,39;60000,0;2025-07-01;JURUTI;PA;JURUTI;PA;False
BRADESCO;**.*19.286/0001-**;MCL TRANSPORTE E LOGISTICA LTDA;Pequena;207986.69;166389,35;200000,0;2025-07-01;GOIANIA;GO;GOIANIA;GO;False
BRADESCO;**.*98.444/0001-**;RM ASSESSORIA LTDA;Pequena;111272.88;89018,3;107000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*90.394/0001-**;VICENTE & BORGES IMOBILIARIA LTDA;Pequena;154448.11;123558,49;150000,0;2025-07-01;INDAIATUBA;SP;INDAIATUBA;SP;False
BRADESCO;**.*57.729/0001-**;PARQUE AQUATICO CASCATA CAROLINA LTDA;Pequena;315126.05;252100,84;300000,0;2025-07-01;GASPAR;SC;GASPAR;SC;False
BRADESCO;**.*02.448/0001-**;C.R.M- CERAMICA RODRIGUES MOURA LTDA - ME;Pequena;82372.32;65897,86;80000,0;2025-07-01;ITABERABA;BA;ITABERABA;BA;False
BRADESCO;**.*80.597/0001-**;INDUSTRIA PARLUMIN LTDA;Pequena;231092.44;184873,95;220000,0;2025-07-01;MARACANAU;CE;MARACANAU;CE;False
BRADESCO;**.*29.034/0001-**;I PEREIRA DE SOUSA;Pequena;225840.34;180672,27;215000,0;2025-07-01;PORTO FRANCO;MA;PORTO FRANCO;MA;False
BRADESCO;**.*46.017/0001-**;RDC SUPERMERCADO LTDA;Pequena;411813.64;329450,91;396000,0;2025-07-01;UBERLANDIA;MG;UBERLANDIA;MG;False
BRADESCO;**.*42.960/0001-**;JURANDI CAETANO DA SILVA - ME;Pequena;108113.67;86490,94;105000,0;2025-07-01;AGUAS BELAS;PE;AGUAS BELAS;PE;False
BRADESCO;**.*13.939/0001-**;MAMINI & CIA SUPERMERCADO LTDA;Pequena;185337.73;148270,18;180000,0;2025-07-01;MINEIROS DO TIETE;SP;MINEIROS DO TIETE;SP;False
BRADESCO;**.*56.937/0001-**;MF SOLUTION LTDA;Pequena;85461.29;68369,03;83000,0;2025-07-01;TERESINA;PI;TERESINA;PI;False
BRADESCO;**.*40.421/0001-**;FREIMAC COMERCIO E REPRESENTACOES DE PRODUTOS QUIMICOS LTDA;Pequena;207986.69;166389,35;200000,0;2025-07-15;NOVO HAMBURGO;RS;NOVO HAMBURGO;RS;False
BRADESCO;**.*56.981/0001-**;GNG MATERIAIS DE CONSTRUCAO LTDA;Pequena;308896.21;247116,97;300000,0;2025-07-01;RIBEIRAO BRANCO;SP;RIBEIRAO BRANCO;SP;False
BRADESCO;**.*75.775/0001-**;DNT AUTOMOVEIS LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-01;SAO CAETANO DO SUL;SP;SAO CAETANO DO SUL;SP;False
BRADESCO;**.*04.835/0001-**;MILHAS CORRIDAS TRANSPORTE LTDA;Pequena;228785.36;183028,29;220000,0;2025-07-01;ITUIUTABA;MG;ITUIUTABA;MG;False
BRADESCO;**.*22.205/0001-**;MANGABA DELIVERY LTDA;Pequena;157563.03;126050,42;150000,0;2025-07-01;SALVADOR;BA;SALVADOR;BA;False
BRADESCO;**.*79.510/0001-**;MAGLEIQUE A. DA SILVA OFICINA;Pequena;87184.87;69747,9;83000,0;2025-07-01;RECIFE;PE;RECIFE;PE;False
BRADESCO;**.*16.952/0001-**;PCS LOCACAO DE MAQUINAS E EQUIPAMENTOS E SERVICOS LTDA;Pequena;213186.36;170549,09;205000,0;2025-07-01;MOSSORO;RN;MOSSORO;RN;False
BRADESCO;**.*94.057/0001-**;D RIBEIRO LTDA;Pequena;154448.11;123558,49;150000,0;2025-07-01;ACAILANDIA;MA;ACAILANDIA;MA;False
BRADESCO;**.*33.623/0001-**;EDIVAN FERREIRA DA COSTA;Pequena;105042.02;84033,62;100000,0;2025-07-01;BENEDITO LEITE;MA;BENEDITO LEITE;MA;False
BRADESCO;**.*50.604/0001-**;PARQUE DAS ACACIAS E SANTANA IMOBILIARIA LTDA;Pequena;115546.22;92436,98;110000,0;2025-07-01;REDENCAO;PA;REDENCAO;PA;False
BRADESCO;**.*80.385/0001-**;DAIANE ANJOS BOMFIM MATERIAIS PARA CONTRUCAO;Pequena;472689.08;378151,26;450000,0;2025-07-01;JI-PARANA;RO;JI-PARANA;RO;False
BRADESCO;**.*95.661/0001-**;CLEBER DIAS DE OLIVEIRA;Pequena;363976.71;291181,37;350000,0;2025-07-01;VENTANIA;PR;VENTANIA;PR;False
BRADESCO;**.*63.365/0002-**;AB AGROPECUARIA E ARTEFATOS DE CIMENTO LTDA;Pequena;441176.47;352941,18;420000,0;2025-07-04;LAGOA DO CARRO;PE;LAGOA DO CARRO;PE;False
BRADESCO;**.*78.937/0001-**;LIDER MOVELARIA SOB MEDIDA LTDA;Pequena;178571.43;142857,14;170000,0;2025-07-01;RIO DAS OSTRAS;RJ;RIO DAS OSTRAS;RJ;False
BRADESCO;**.*84.268/0001-**;R R. DE LIMA;Pequena;65515.81;52412,65;63000,0;2025-07-01;RIO BRANCO;MT;RIO BRANCO;MT;False
BRADESCO;**.*51.476/0001-**;S. COELHO RODRIGUEZ CAMPO;Pequena;498949.58;399159,66;475000,0;2025-07-01;SALVADOR;BA;SALVADOR;BA;False
BRADESCO;**.*04.210/0001-**;VAZ FERREIRA ADVOGADOS;Pequena;157563.03;126050,42;150000,0;2025-07-01;BELEM;PA;BELEM;PA;False
BRADESCO;**.*97.255/0001-**;M & LUZ DISTRIBUIDORA LTDA;Pequena;311980.03;249584,02;300000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*55.325/0001-**;CALLEGARI & ASSOCIADOS - CONSULTORIA E TREINAMENTO DE VENDAS LTDA;Pequena;102965.4;82372,32;100000,0;2025-07-01;SANTO ANDRE;SP;SANTO ANDRE;SP;False
BRADESCO;**.*28.356/0001-**;FRIGORIFICO BJLAPA LTDA;Pequena;124792.01;99833,61;120000,0;2025-07-01;BOM JESUS DA LAPA;BA;BOM JESUS DA LAPA;BA;False
BRADESCO;**.*06.507/0001-**;J E COMBUSTIVEIS LTDA;Pequena;278006.59;222405,27;270000,0;2025-07-01;JOSELANDIA;MA;JOSELANDIA;MA;False
BRADESCO;**.*37.358/0001-**;ZARA PROJETADOS MOVEIS E DECORACOES LTDA;Pequena;102965.4;82372,32;100000,0;2025-07-01;APARECIDA DE GOIANIA;GO;APARECIDA DE GOIANIA;GO;False
BRADESCO;**.*90.872/0001-**;IMPACTO X ARTIGOS MILITARES LTDA;Pequena;133855.02;107084,02;130000,0;2025-07-01;CUIABA;MT;CUIABA;MT;False
BRADESCO;**.*03.842/0001-**;CACS MANUTENCAO MARITIMA LTDA;Pequena;210084.03;168067,22;200000,0;2025-07-01;AMELIA RODRIGUES;BA;AMELIA RODRIGUES;BA;False
BRADESCO;**.*11.752/0001-**;PRATICOLOR TINTAS E REVESTIMENTOS LTDA;Pequena;259983.36;207986,69;250000,0;2025-07-01;ENGENHEIRO BELTRAO;PR;ENGENHEIRO BELTRAO;PR;False
BRADESCO;**.*25.561/0001-**;S  DA CONCEICAO SILVA;Pequena;155990.02;124792,02;150000,0;2025-07-01;BOM LUGAR;MA;BOM LUGAR;MA;False
BRADESCO;**.*53.201/0001-**;BOMBASCAR LTDA;Pequena;210084.03;168067,22;200000,0;2025-07-01;SANTO ANDRE;SP;SANTO ANDRE;SP;False
BRADESCO;**.*07.176/0001-**;ATUAL MANUTENCOES TECNICAS LTDA;Pequena;105042.02;84033,62;100000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*93.053/0001-**;OUTBOX CONSULTING DO BRASIL LTDA.;Pequena;472689.08;378151,26;450000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*07.481/0002-**;W.D.I. BRASIL INVESTIMENTOS LTDA;Pequena;207986.69;166389,35;200000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*31.523/0001-**;EMPORIO RIVIERA DR ALIMENTOS LTDA;Pequena;262605.04;210084,03;250000,0;2025-07-01;BRASILIA;DF;BRASILIA;DF;False
BRADESCO;**.*25.881/0001-**;EXCELENCIA STEEL LTDA;Pequena;105042.02;84033,62;100000,0;2025-07-01;CURITIBA;PR;CURITIBA;PR;False
BRADESCO;**.*04.868/0001-**;BORRACHARIA BR PNEUS LTDA;Pequena;157563.03;126050,42;150000,0;2025-07-01;BARRA VELHA;SC;BARRA VELHA;SC;False
BRADESCO;**.*62.564/0001-**;JOSE ALDO LOPES SANTOS PRODUTOS DE HORTIFRUTIGRANJEIRO;Pequena;207986.69;166389,35;200000,0;2025-07-01;PESQUEIRA;PE;PESQUEIRA;PE;False
BRADESCO;**.*50.869/0001-**;VANESSA C. DE OLIVEIRA COUTINHO LTDA;Pequena;420168.07;336134,46;400000,0;2025-07-01;CAMPO GRANDE;MS;CAMPO GRANDE;MS;False
BRADESCO;**.*06.210/0001-**;AUTO CENTER GUARAI LTDA;Pequena;103993.34;83194,67;100000,0;2025-07-01;GUARAI;TO;GUARAI;TO;False
BRADESCO;**.*42.799/0001-**;MOURA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA.;Pequena;329489.29;263591,43;320000,0;2025-07-01;REDENCAO;PA;REDENCAO;PA;False
BRADESCO;**.*52.750/0001-**;ESTRATEGIA SUSTENTAVEL MARKETING E PROMOCOES CULTURAIS LTDA;Pequena;367647.06;294117,65;350000,0;2025-07-01;RIBEIRAO PRETO;SP;RIBEIRAO PRETO;SP;False
BRADESCO;**.*41.364/0001-**;A+ VITA DISTRIBUIDORA DE ALIMENTOS LTDA;Pequena;346638.66;277310,93;330000,0;2025-07-01;COTIA;SP;COTIA;SP;False
BRADESCO;**.*34.506/0001-**;CLINMED CLINICA DE ESPECIALIDADES LIMITADA;Pequena;467970.05;374376,04;450000,0;2025-07-01;SANTO AMARO;BA;SANTO AMARO;BA;False
BRADESCO;**.*29.151/0001-**;MAURICIO DELLA NINA CALCADOS;Pequena;73511.42;58809,14;72100,0;2025-07-01;VARZEA PAULISTA;SP;VARZEA PAULISTA;SP;False
BRADESCO;**.*82.311/0001-**;JG COMERCIO E MANUTENCAO LTDA;Pequena;267857.14;214285,71;255000,0;2025-07-01;INDAIATUBA;SP;INDAIATUBA;SP;False
BRADESCO;**.*21.305/0001-**;SOUTO E VASCONCELOS REPAROS AUTOMOTIVOS LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-01;RECIFE;PE;RECIFE;PE;False
BRADESCO;**.*64.948/0001-**;CENTRO PERNAMBUCANO DE EMAGRECIMENTO, NUTRICAO E SAUDE LTDA;Pequena;199579.83;159663,86;190000,0;2025-07-01;RECIFE;PE;RECIFE;PE;False
BRADESCO;**.*91.912/0001-**;ADROALDO FREITAS SANTANA;Pequena;308896.21;247116,97;300000,0;2025-07-15;FEIRA DE SANTANA;BA;FEIRA DE SANTANA;BA;False
BRADESCO;**.*62.664/0001-**;CLAITON TRAVASSOS;Pequena;207986.69;166389,35;200000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*54.831/0001-**;BM FUNDACOES E ENGENHARIA LTDA;Pequena;467970.05;374376,04;450000,0;2025-07-01;BETIM;MG;BETIM;MG;False
BRADESCO;**.*75.683/0001-**;EDINEI R. CORDEIRO LTDA;Pequena;41597.34;33277,87;40000,0;2025-07-01;PRIMAVERA DO LESTE;MT;PRIMAVERA DO LESTE;MT;False
BRADESCO;**.*80.754/0001-**;PRIMOS PLACAS VEICULARES INDUSTRIA E COMERCIO LTDA;Pequena;415973.38;332778,7;400000,0;2025-07-01;CAMPO MAGRO;PR;CAMPO MAGRO;PR;False
BRADESCO;**.*35.199/0001-**;COLEGIO SISTEMA DE ENSINO MEDIO E PROFIS;Pequena;103993.34;83194,67;100000,0;2025-07-01;REDENCAO;PA;REDENCAO;PA;False
BRADESCO;**.*53.986/0001-**;TRANSPORTES DEISE ARAUJO CUNHA LTDA;Pequena;420168.07;336134,46;400000,0;2025-07-01;TANHACU;BA;TANHACU;BA;False
BRADESCO;**.*46.727/0001-**;HORTIFRUTI VIDA VERDE EMPORIO MERCEARIA LTDA;Pequena;214110.93;171288,74;210000,0;2025-07-01;RIO DE JANEIRO;RJ;RIO DE JANEIRO;RJ;False
BRADESCO;**.*31.135/0001-**;WSV CONSTRUCAO E COMERCIO DE PRODUTOS ALIMENTICIOS E APOIO ADMINISTRAT;Pequena;478369.38;382695,5;460000,0;2025-07-01;MANAUS;AM;MANAUS;AM;False
BRADESCO;**.*09.182/0001-**;TOKIO AUTOMOTIVE SERVICE LTDA;Pequena;315126.05;252100,84;300000,0;2025-07-01;GRAVATAI;RS;GRAVATAI;RS;False
BRADESCO;**.*16.283/0001-**;CEIOF CENTRO DE INVESTIGACOES OFTALMOLOGICAS LTDA;Pequena;210084.03;168067,22;200000,0;2025-07-01;RIO DE JANEIRO;RJ;RIO DE JANEIRO;RJ;False
BRADESCO;**.*93.166/0001-**;DFN FABRICA E COMERCIO ATACADISTA DE PERSIANAS LTDA;Pequena;205930.81;164744,65;200000,0;2025-07-01;ARAGUAINA;TO;ARAGUAINA;TO;False
BRADESCO;**.*70.092/0001-**;C.E. FALTZ;Pequena;259983.36;207986,69;250000,0;2025-07-01;CAMPINAS;SP;CAMPINAS;SP;False
BRADESCO;**.*67.862/0001-**;RENOVE ARTIGOS ODONTOLOGICOS LTDA;Pequena;315126.05;252100,84;300000,0;2025-07-01;BELO HORIZONTE;MG;BELO HORIZONTE;MG;False
BRADESCO;**.*53.342/0001-**;29 MOTORS LTDA;Pequena;367647.06;294117,65;350000,0;2025-07-01;LEME;SP;LEME;SP;False
BRADESCO;**.*16.761/0001-**;HOUSI HOOKAH LOUNGE LIMITADA;Pequena;152936.38;122349,1;150000,0;2025-07-01;MARABA;PA;MARABA;PA;False
BRADESCO;**.*62.167/0001-**;PRUPE ESPACO DE RECREACAO INFANTIL LTDA;Pequena;215336.13;172268,9;205000,0;2025-07-01;FORTALEZA;CE;FORTALEZA;CE;False
BRADESCO;**.*77.092/0001-**;ARGO INDUSTRIAL LTDA - EPP;Pequena;498949.58;399159,66;475000,0;2025-07-01;PEDRO LEOPOLDO;MG;PEDRO LEOPOLDO;MG;False
BRADESCO;**.*68.102/0001-**;ARIONALDO DO IMPERIO CONSTRUCOES;Pequena;262605.04;210084,03;250000,0;2025-07-01;HORTOLANDIA;SP;HORTOLANDIA;SP;False
BRADESCO;**.*60.522/0001-**;TRANSCARBONO SERVICOS LTDA;Pequena;311980.03;249584,02;300000,0;2025-07-01;SERRA;ES;SERRA;ES;False
BRADESCO;**.*35.299/0001-**;BRASIL CONSULTORIA EMPRESARIAL LTDA;Pequena;467970.05;374376,04;450000,0;2025-07-01;MANAUS;AM;MANAUS;AM;False
BRADESCO;**.*76.606/0001-**;R. MOTA SOUZA LTDA;Pequena;187188.02;149750,42;180000,0;2025-07-01;RIO BRANCO;AC;RIO BRANCO;AC;False
BRADESCO;**.*96.816/0001-**;ART IN ENGINEERING CONSTRUCAO E REFORMAS LTDA;Pequena;315126.05;252100,84;300000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*20.616/0001-**;IRINA CONSULTORIA E CORRETAGEM DE SEGUROS LTDA;Pequena;210084.03;168067,22;200000,0;2025-07-01;NITEROI;RJ;NITEROI;RJ;False
BRADESCO;**.*10.281/0001-**;PRISCILLA YUMI YOKOI DE OLIVEIRA;Pequena;105042.02;84033,62;100000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*62.308/0001-**;SORAIA COSTA DIAS;Pequena;103993.34;83194,67;100000,0;2025-07-01;RIACHINHO;TO;RIACHINHO;TO;False
BRADESCO;**.*80.130/0001-**;J STANISZEWSKI LTDA;Pequena;207986.69;166389,35;200000,0;2025-07-01;PEABIRU;PR;PEABIRU;PR;False
BRADESCO;**.*04.257/0001-**;CASA GRANDE ATACADISTA DE EMBALAGENS LTDA;Pequena;192387.69;153910,15;185000,0;2025-07-01;BRASILIA;DF;BRASILIA;DF;False
BRADESCO;**.*89.106/0001-**;COMERCIAL BGE DE ITABIRA LTDA;Pequena;498949.58;399159,66;475000,0;2025-07-01;ITABIRA;MG;ITABIRA;MG;False
BRADESCO;**.*95.910/0001-**;NOVA RETIFICA LTDA;Pequena;127677.1;102141,68;124000,0;2025-07-01;INDAIATUBA;SP;INDAIATUBA;SP;False
BRADESCO;**.*48.274/0001-**;UNIO CONSULTORIA IMOBILIARIA LTDA;Pequena;84033.61;67226,89;80000,0;2025-07-01;PIRACICABA;SP;PIRACICABA;SP;False
BRADESCO;**.*59.296/0001-**;FELTRIN & CIA LTDA;Pequena;418053.24;334442,59;402000,0;2025-07-01;SAO BORJA;RS;SAO BORJA;RS;False
BRADESCO;**.*98.398/0001-**;R. S FARMACIA DO POVO LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-01;CHAPADA GAUCHA;MG;CHAPADA GAUCHA;MG;False
BRADESCO;**.*82.521/0001-**;HPLUS GROUP LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*43.053/0001-**;DROGARIA RAINHA DO BAIRRO LTDA;Pequena;363976.71;291181,37;350000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*17.288/0001-**;G. T. IZIDORO & J. C. DE PAIVA LTDA;Pequena;305872.76;244698,21;300000,0;2025-07-01;SAO PAULO DE OLIVENCA;AM;SAO PAULO DE OLIVENCA;AM;False
BRADESCO;**.*45.699/0001-**;FRANCISCO SALES DE SOUSA GUEDES - ME;Pequena;147058.82;117647,06;140000,0;2025-07-01;TABIRA;PE;TABIRA;PE;False
BRADESCO;**.*04.069/0001-**;TRANSPORTADORA PALANCA LTDA;Pequena;115546.22;92436,98;110000,0;2025-07-01;UBERLANDIA;MG;UBERLANDIA;MG;False
BRADESCO;**.*10.030/0001-**;KELLY RAQUEL RIBEIRO TRANSPORTES;Pequena;315126.05;252100,84;300000,0;2025-07-01;PONTAL;SP;PONTAL;SP;False
BRADESCO;**.*03.762/0001-**;LEDS MONKEY LTDA;Pequena;311980.03;249584,02;300000,0;2025-07-01;ATIBAIA;SP;ATIBAIA;SP;False
BRADESCO;**.*17.194/0001-**;LEONCINHO TRANSPORTES LTDA;Pequena;311980.03;249584,02;300000,0;2025-07-01;PIRAPORA;MG;PIRAPORA;MG;False
BRADESCO;**.*72.858/0001-**;TEIXEIRA ASSESSORIA E CONSULTORIA CONTABIL LTDA;Pequena;61779.24;49423,39;60000,0;2025-07-01;BARRETOS;SP;BARRETOS;SP;False
BRADESCO;**.*21.810/0001-**;RODOBENI TRANSPORTES LTDA;Pequena;308896.21;247116,97;300000,0;2025-07-01;ARAGUARI;MG;ARAGUARI;MG;False
BRADESCO;**.*70.638/0001-**;FALCON INDUSTRIAL LTDA;Pequena;311980.03;249584,02;300000,0;2025-07-01;SAO LEOPOLDO;RS;SAO LEOPOLDO;RS;False
BRADESCO;**.*14.456/0001-**;ANA CAROLINE ALVES MENDES;Pequena;84033.61;67226,89;80000,0;2025-07-01;BURITIS;MG;BURITIS;MG;False
BRADESCO;**.*90.813/0001-**;DILABOM DIAGNOSTICOS LABORATORIAIS DE BOM CONSELHO LTDA;Pequena;109193.01;87354,41;105000,0;2025-07-01;BOM CONSELHO;PE;BOM CONSELHO;PE;False
BRADESCO;**.*99.978/0001-**;COMPRE BEM MATERIAL DE CONSTRUCAO LTDA;Pequena;72795.34;58236,27;70000,0;2025-07-01;SALVADOR;BA;SALVADOR;BA;False
BRADESCO;**.*01.103/0001-**;ESPACO WOODLAND FESTAS E EVENTOS LTDA;Pequena;426372.71;341098,17;410000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*07.555/0001-**;CAMARGO COMERCIO DE EQUIPAMENTOS LTDA;Pequena;166389.35;133111,48;160000,0;2025-07-01;MULUNGU DO MORRO;BA;MULUNGU DO MORRO;BA;False
BRADESCO;**.*29.826/0001-**;CENTRO DE FORMACAO DE CONDUTORES SANTOS E SOUZA LTDA;Pequena;105042.02;84033,62;100000,0;2025-07-01;ITABORAI;RJ;ITABORAI;RJ;False
BRADESCO;**.*89.318/0001-**;W R BUZAR FACUNDO LTDA;Pequena;50978.79;40783,03;50000,0;2025-07-01;SAO LUIS;MA;SAO LUIS;MA;False
BRADESCO;**.*21.327/0001-**;LUDYMILLA TRANSPORTES LTDA;Pequena;109193.01;87354,41;105000,0;2025-07-01;ANGULO;PR;ANGULO;PR;False
BRADESCO;**.*28.595/0001-**;REAL PRIME OTICA LTDA;Pequena;311980.03;249584,02;300000,0;2025-07-01;NATAL;RN;NATAL;RN;False
BRADESCO;**.*01.435/0001-**;EMPREITEIRA BXT LTDA;Pequena;273109.35;218487,48;260000,1;2025-07-04;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*69.223/0001-**;A.K. TRANSPORTES LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-01;BALSAS;MA;BALSAS;MA;False
BRADESCO;**.*92.211/0001-**;SIMOES SANTOS E NASCIMENTO SOCIEDADE DE ADVOCACIA;Pequena;181988.35;145590,68;175000,0;2025-07-01;CACERES;MT;CACERES;MT;False
BRADESCO;**.*51.720/0001-**;COSTA E LIMA CONSTRUCOES E REFORMAS LTDA;Pequena;103993.34;83194,67;100000,0;2025-07-01;PRAIA GRANDE;SP;PRAIA GRANDE;SP;False
BRADESCO;**.*60.198/0001-**;COMERCIAL MENINA XEROSA LTDA;Pequena;103993.34;83194,67;100000,0;2025-07-01;CUIABA;MT;CUIABA;MT;False
BRADESCO;**.*09.403/0001-**;D A DE FREITAS SILVA - MATERIAL DE CONSTRUCAO;Pequena;259983.36;207986,69;250000,0;2025-07-01;VALPARAISO DE GOIAS;GO;VALPARAISO DE GOIAS;GO;False
BRADESCO;**.*86.557/0001-**;LABORATORIO RENOVE PROTESE ODONTOLOGICA LTDA;Pequena;181988.35;145590,68;175000,0;2025-07-01;BELO HORIZONTE;MG;BELO HORIZONTE;MG;False
BRADESCO;**.*08.241/0001-**;VINICIUS PEREIRA PALMERO - ME;Pequena;311980.03;249584,02;300000,0;2025-07-01;PIRACICABA;SP;PIRACICABA;SP;False
BRADESCO;**.*27.029/0001-**;EDILSON G DA SILVA ME;Pequena;93594.01;74875,21;90000,0;2025-07-15;CARUARU;PE;CARUARU;PE;False
BRADESCO;**.*68.142/0001-**;SO PNEUS SERVICOS DE REFORCO E VULCANIZACAO EM PNEUS LTDA;Pequena;246848.74;197478,99;235000,0;2025-07-01;CAMPO GRANDE;MS;CAMPO GRANDE;MS;False
BRADESCO;**.*24.662/0001-**;NAVIGO SOLUCOES EM INFORMATICA LTDA;Pequena;207986.69;166389,35;200000,0;2025-07-01;OLINDA;PE;OLINDA;PE;False
BRADESCO;**.*99.515/0001-**;AMANCIO AUTO CENTER LTDA;Pequena;114392.68;91514,14;110000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*86.376/0001-**;OSMAR P. ALBUQUERQUE FILHO - ME;Pequena;207986.69;166389,35;200000,0;2025-07-01;CAMOCIM;CE;CAMOCIM;CE;False
BRADESCO;**.*98.957/0001-**;D SAMPAIO DO NASCIMENTO;Pequena;112153.34;89722,67;110000,0;2025-07-01;LAGO DA PEDRA;MA;LAGO DA PEDRA;MA;False
BRADESCO;**.*72.087/0001-**;CAFS COMERCIO E PLANO DE SAUDE LTDA;Pequena;51996.67;41597,34;50000,0;2025-07-01;SALVADOR;BA;SALVADOR;BA;False
BRADESCO;**.*03.762/0001-**;MARISTELA DORNELES GIMENES ME;Pequena;103993.34;83194,67;100000,0;2025-07-01;SERRA DO SALITRE;MG;SERRA DO SALITRE;MG;False
BRADESCO;**.*36.587/0001-**;ARDIZZONE - ENGENHARIA E COMERCIO LTDA;Pequena;262605.04;210084,03;250000,0;2025-07-01;PELOTAS;RS;PELOTAS;RS;False
BRADESCO;**.*29.372/0001-**;OLHAR DO DONO TREINAMENTOS E SERVICOS LTDA;Micro;51482.7;41186,16;50000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*85.525/0001-**;P S S OLIVEIRA ME;Pequena;161189.68;128951,74;155000,0;2025-07-01;VITORINO FREIRE;MA;VITORINO FREIRE;MA;False
BRADESCO;**.*61.238/0001-**;H A DA SILVA;Pequena;159596.38;127677,1;155000,0;2025-07-01;JURUTI;PA;JURUTI;PA;False
BRADESCO;**.*32.521/0001-**;JVC SERVICOS MEDICOS LTDA;Pequena;57660.63;46128,5;56000,0;2025-07-01;BOM JESUS DA LAPA;BA;BOM JESUS DA LAPA;BA;False
BRADESCO;**.*85.375/0001-**;PEDIMODA INDUSTRIA E COMERCIO DE CALCADOS LTDA;Pequena;126050.42;100840,34;120000,0;2025-07-15;MARAGOGIPE;BA;MARAGOGIPE;BA;False
BRADESCO;**.*71.261/0001-**;THERMAS PARTICIPACOES E REPRESENTACOES LTDA;Pequena;188916.88;151133,5;180000,0;2025-07-04;CALDAS NOVAS;GO;CALDAS NOVAS;GO;False
BRADESCO;**.*60.460/0001-**;ELOAR COSMETICOS LTDA;Pequena;119592.35;95673,88;115000,0;2025-07-01;BRASILIA;DF;BRASILIA;DF;False
BRADESCO;**.*98.069/0001-**;DEPOSITO DE BEBIDAS LORETO LTDA;Pequena;30889.62;24711,7;30000,0;2025-07-01;ARARAS;SP;ARARAS;SP;False
BRADESCO;**.*12.409/0001-**;FARMACIA MS COMERCIAL DE MEDICAMENTOS LTDA;Pequena;15293.64;12234,91;15000,0;2025-07-01;SALVADOR;BA;SALVADOR;BA;False
BRADESCO;**.*86.119/0001-**;A2 GESTAO E COMERCIO LTDA;Pequena;189075.63;151260,5;180000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*62.560/0001-**;ABADE PRODUTOS FARMACEUTICOS EIRELI;Pequena;114392.68;91514,14;110000,0;2025-07-01;IBICUI;BA;IBICUI;BA;False
BRADESCO;**.*59.211/0001-**;LA BELLA BOUTIQUE LTDA;Pequena;124792.01;99833,61;120000,0;2025-07-01;BOM JESUS DE GOIAS;GO;BOM JESUS DE GOIAS;GO;False
BRADESCO;**.*62.759/0001-**;LM CONSTRUTORA E INCORPORADORA LTDA;Pequena;308896.21;247116,97;300000,0;2025-07-04;CAMPO NOVO DO PARECIS;MT;CAMPO NOVO DO PARECIS;MT;False
BRADESCO;**.*26.727/0001-**;BIG SERVICOS & IMPRESSAO LTDA;Pequena;374376.04;299500,83;360000,0;2025-07-01;CASTANHAL;PA;CASTANHAL;PA;False
BRADESCO;**.*77.823/0001-**;ROBERTO ZUPIROLLI ME;Pequena;119592.35;95673,88;115000,0;2025-07-01;PIACATU;SP;PIACATU;SP;False
BRADESCO;**.*64.193/0001-**;SANDRO AUGUSTO LEAL BOTINI COMERCIO DE CARVAO LTDA;Pequena;54076.54;43261,23;52000,0;2025-07-01;SANTA MARIANA;PR;SANTA MARIANA;PR;False
BRADESCO;**.*79.762/0001-**;ADRIANO DOS SANTOS METALURGICA E TRANSPORTES LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-01;CHAPADAO DO SUL;MS;CHAPADAO DO SUL;MS;False
